Character,script,ep_number,Book,total_number
Opal,"We'll be together soon. You guys are coming up after finding more airbenders, right?",8,3,34
Bolin,"Yeah, but that's ... in the future. Ugh, I hate the future!",8,3,34
Opal,"[Holds up a piece of kale, which Bolin bites into.] Until then, we'll always have kale.",8,3,34
Varrick,"[To Bolin.] Kid, can I give you some relationship advice?",8,3,34
Bolin,"[Swallows.] Umm, no.",8,3,34
Varrick,"Well, your loss. [Sits straight in his chair and camera pans further left to reveal Asami next to Varrick.] Zhu Li! [Snaps his fingers.] bring the, uh, thing. [Zhu Li appears in a flash next to Varrick and hands him a contraption from a bag.] Check out my latest invention: [Cut to a close-up of the device with a knob in the center and a red, yellow, and green indicator on top.] an airbender finder. [Camera pans back to the dining table to reveal Korra sitting next to Asami.]",8,3,34
Korra,"[As Asami takes the machine from Varrick. Points her fork at the device.] Wait, that can find airbenders? [Asami points the device toward Korra. Camera switches to Asami's point of view as she moves the device up and down but nothing happens.]",8,3,34
Asami,[Korra looks confused.] Uh ... [Camera pans out to the trio.] I think [Hands the gadget back to Varrick.] it's broken.,8,3,34
Varrick,[Angrily.] It's not broken. She needs to [Waves his hands around in a bending motion.] airbend into it! [Grabs the airbender finder.] How else do you expect the thing to work? [Varrick does not look pleased. Cut to the other side of the dining table where Mako strains to hear the conversation.],8,3,34
Mako,"[From a long way across the table.] What's going on? I can't hear anything. I hate sitting down here! [He grabs his glass and camera pans down to reveal Aiwei watching his outburst. Notices Aiwei next to him, staring at him awkwardly.] Uh, not because of you.",8,3,34
Aiwei,[Dryly.] I can tell you're lying.,8,3,34
,"Mako slumps in his chair and sips his drink with an embarrassed expression, as Suyin taps her glass to get everyone's attention. A metallic object tapping against the glass three times is heard. Camera pans back to the middle of the table again and Suyin has stood up with a glass raised.",8,3,34
Suyin,"Everyone, if I could have your attention please? Tonight, my beautiful little girl leaves for the Northern Air Temple. [Places a hand on her necklace.] Opal, none of us could be more proud of you. You're an incredible daughter, sister, friend, [Lays a hand on her daughter's shoulder.] and soon to be [Suyin bends down a bit and Opal rests against her mother's shoulder.] airbending master. [Suyin gives a kiss on Opal's head. Cut to Huan, Wing, and Wei who watch the slightly emotional scene. The twins sniffle and Huan rolls his eyes. Raises her glass up high.] Here's to Opal. May she help lead us into the new era! [Everyone raises their glass for a toast.]",8,3,34
,Scene fades to the docking bay at sunset and Opal's airship taking off. Cut to Opal standing at the window of the ship and waving goodbye to her family and friends. Camera angle changes to an aerial view of the docking bay where a small crowd is looking up at the airship and some are waving to Opal. Cut to Kuvira behind the group as she pulls out a radio from a metal bag near her hip.,8,3,34
Kuvira,"[Into a walkie-talkie.] Lock it down for the night. [Cut to Korra, Lin, and Bolin. The latter stops waving and looks a little sad.]",8,3,34
Lin,[Gives Korra a smile.] We'll head out first thing in the morning.,8,3,34
,"Bolin sighs solemnly and follows her leave, as Korra walks next to him, with her arm resting on his back in comfort. The duo walks away and the metal petals of the city start to close. Cut to an aerial view of all of Zaofu where all the metal flowers close in harmony. Scene changes to a Zaofu guard patrolling the guest houses at night. Cut to an aerial view of the surrounding parks and the guests houses as various guards walk up and down the perimeter. Below, we can see a small group running across a trail in the park toward a bridge. Cut to Zaheer and his gang quietly peering out from under the bridge. In the background, a guard has a metallic staff in hand and he looks down at the bridge for a few seconds before walking off. Zaheer waves his hand and signals to everyone to continue moving forward. Cut to another guard patrolling the sheltered walkway as the bad guys use the cover of darkness to sneak past the walkway undetected. They head toward a guest house in the far end. Cut to Bolin in his pajamas with a blanket over him in his bed, snoring. Pabu is curled up on top of the blanket and the fire ferret perks up with a squeak.",8,3,34
Bolin,"[Mumbling.] Kale, kale, kale ... Opal ...",8,3,34
,"Pabu wakes up. The fire ferret leaps off the bed and hops over to the nearby window sill and looks out, noticing the four criminals. He paws against the glass and squeaks loudly in alarm in an attempt to wake his owner jolting Bolin awake.",8,3,34
Bolin,"What? [His pet continues to shrill.] What's going on? [He sinks back and lays down to his pillow in annoyance.] Pabu, sleep!",8,3,34
,"Back outside the window, P'Li and Ghazan ducks down an alley between two guest houses while Zaheer and Ming-Hua hide under a window. Zaheer directs his gang onward to the adjacent bedroom window: Korra's. They crouch down beside it, and Ming-Hua raises a water tentacle up and forms a small sickle at the end. She uses the ice sickle to scratch the glass and carves a hole into the window with water bending. Cut to the inside of the room that Ming-Hua is attempting to break into and we see Naga sleeping in front of the bed. Camera pans right to Korra in her pajamas, deeply asleep. Camera returns back to the sickle on the window as it makes a complete circle. Water encases the cut glass and it pulls away quietly off-screen. Another water tentacle arm holding three red darts is soon raised. Naga awakens and growls, but she is quickly knocked out by shirshu-spit darts. Korra wakes up to the sound of her whimpering, as Zaheer bends a blast of air into the window. She avoids it and jumps out of her bed, attempting to firebend, but she is hit by a dart as she lands. Ghazan and P'Li enter and pick her up as she loses consciousness. Back to Bolin's room, as Pabu leaps onto the bed to get his owner's full attention.",8,3,34
Bolin,"[As Pabu chatters.] Huh? What? Oh, Pabu. [As the fire ferret jumps back to the window.] It's not play time right now. Okay, we are seriously going to have to have a talk- [Sees an unconscious Korra being held by the fleeing fugitives.] What the heck?! They've got Korra. They've got Korra! [Mako wakes up in the other bed and they quickly exit their room.]",8,3,34
Mako,"[Blasts fire at the gang.] Let her go! [Bolin sends at a boulder shortly after Mako's attack, but P'Li absorbs the fire, while Ming-Hua stops the boulder with waterbending. She sends a line of water at the brothers, but Mako counters it with more firebending. P'Li and Zaheer attack, which Mako and Bolin also avoid. They hide behind a pillar. Mako yells to the guards at the top towers.] They've got Korra!",8,3,34
,"An alarm begin to blare loudly, and two guards activate the spotlights and direct their beam down on the criminals.",8,3,34
Ming-Hua,So much for the element of surprise.,8,3,34
Ghazan,Back-up plan.,8,3,34
,"P'Li turns and fires a blast at each spotlight before curving a third around the pillar Mako and Bolin are using for cover, sending them flying to land outside Asami's door. She runs out to help them.",8,3,34
Mako,We can't let them take her.,8,3,34
Asami,I don't think they're going to get far. Look!,8,3,34
,"One of Zaofu's guards attacks the group, but is easily overpowered. The criminals try to flee, but are stopped in their tracks as they are surrounded with slabs of metal, bent by Lin Beifong. Wei and Wing add onto the pile, backed up by Kuvira and more guards.",8,3,34
Kuvira,We have you surrounded. It's over. Release the Avatar!,8,3,34
,"Lava begins to flow out from underneath the pile, evidently bent by Ghazan. Lin uses a rock pillar to propel herself away from the deadly lava, and Kuvira and another guard do the same with their metal cables. The metal cage holding the criminals slowly falls apart under the magma.",8,3,34
Bolin,No way! That guy is lavabending! That's awesome ... ly not good for us.,8,3,34
,"The Beifong estate courtyard has become a battleground. The Metal Clan and Team Avatar are pinned down by P'Li while Ghazan and Ming-Hua protect her from retaliatory attacks. Cut to the point of view of Korra, who has regained consciousness but is still paralyzed.",8,3,34
Zaheer,I'm going to create some cover. We've got to get out of here!,8,3,34
,"He begins to airbend a mask of smoke from Ghazan's lava but is caught by the wrist by a cable of one of the guards, who is able to reel Zaheer off the platform. Ghazan sends a lava bomb at the guard who breaks cover to go after Zaheer, but it is blocked by another guard with a metal slab. Bolin, Mako, Lin, and Asami take cover together behind a slab of metal in order to avoid the criminals' attacks, firing off some of their own. P'Li notices them and arcs a combustion blast to hit them, but it is blocked just short of connecting by another metal slab bent by Suyin and her twin sons, who join them.",8,3,34
Lin,[To Suyin.] How did they get in here? [Everyone ducks reflexively as a combustion attack detonates nearby.],8,3,34
Suyin,"I don't know, but we're not letting them escape!",8,3,34
,"They look over, as three guards use more metal slabs to create a bridge to get to the criminals. Ghazan knocks the guards off with earthbending.",8,3,34
Asami,There's no way to cross that moat.,8,3,34
Suyin,[Looks up at the ceiling dome.] We don't need to cross it. Lin and I can drop in from the dome on cables.,8,3,34
Lin,[Sarcastically.] That's a great idea. Except we'll get blown up the second that third-eyed freak sees us. [Another blast explodes as if to prove her point.],8,3,34
Suyin,"She's a combustionbender. If one of you can stun her, her powers will be knocked out temporarily.",8,3,34
Mako,Bolin can land a shot.,8,3,34
Bolin,I can?,8,3,34
Suyin,You have to take her out right before we drop down.,8,3,34
Bolin,I do?,8,3,34
,Cut to the top of the dome.,8,3,34
Wing,Open the hatch. [It opens to reveal them standing directly above the battlezone.],8,3,34
Suyin,"If we get in trouble, metalbend us up.",8,3,34
Wing,[Into a walkie-talkie.] We're in position.,8,3,34
Mako,Copy that. It's Bolin time.,8,3,34
Bolin,"All right. Bolin time. Bolin time! [Bolin fires a boulder at P'Li, but she ducks and avoids it. The criminals immediately start firing attacks toward Mako, Bolin, and Asami's slab. Attacks go back and forth.] I can't get a clean shot!",8,3,34
Mako,You have to!,8,3,34
Wing,[From his walkie-talkie.] Are we a go?,8,3,34
Mako,No go!,8,3,34
Wing,"Copy that, we're a go.",8,3,34
Mako,"I said no! Wait! [He is too late. Suyin and Lin drop down. Mako peers back at the criminals, who are preoccupied with the guards. P'Li looks up and sees Suyin and Lin.] Bolin, take the shot!",8,3,34
,"P'Li grins and gets ready to fire as Bolin gets up and quickly launches a tiny pebble at her. The pebble hits her dead-centre in her third-eye tattoo, knocks her head back, and causes her attack to explode right above her team. The explosion knocks the criminals down. Cut to Mako who cheers on the success of Bolin's attack, which allowed Suyin and Lin to land safely.",8,3,34
Mako,"Haha, nice job, little bro!",8,3,34
,"Lin picks up Korra and travels with her sister back up toward the dome. Ming-Hua traps her leg with water, but Mako blasts fire at her to break her hold and divert her attention. Meanwhile, Zaheer is busy fighting two guards, but looks up and sees Lin escaping with Korra.",8,3,34
Zaheer,No!,8,3,34
,"Zaheer flies up on his glider in pursuit of Lin. He blasts air at the chief, but she manages to avoid it. Just as Zaheer is about to reach her, Suyin swings Lin out of the way and metalbends the metal shards that make up her necklace at the glider, piercing its wings, and sending Zaheer spiraling down. Cut to a frontal shot of the sisters as they continue their ascend.",8,3,34
